compound_name,inchikey,source_dataset,target_rt_min,candidate_runtime_min,candidate_ph,candidate_flow_ml_min,candidate_temperature_c,column_name,mobile_phase_system,predicted_rt_min,rt_fit_score,predicted_quality_score,confidence_score,ad_penalty,constraint_violation_count,suitable,label_source,runtime_penalty
ReTiNA:enaminert:2:111,WTDIACFAPIVSJU-UHFFFAOYSA-N,ReTiNA:enaminert,0.9088,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.9088,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:111,WTDIACFAPIVSJU-UHFFFAOYSA-N,ReTiNA:enaminert,0.9088,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.7838000000000003,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:112,CWSUPLZVYOSFKH-UHFFFAOYSA-N,ReTiNA:enaminert,0.8278,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.8278,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:112,CWSUPLZVYOSFKH-UHFFFAOYSA-N,ReTiNA:enaminert,0.8278,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.7028,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:113,VSWQBMBIUJQIIC-UHFFFAOYSA-N,ReTiNA:enaminert,1.4549,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.4549,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:113,VSWQBMBIUJQIIC-UHFFFAOYSA-N,ReTiNA:enaminert,1.4549,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.3299000000000003,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:114,GPFRUPZAACPZLM-UHFFFAOYSA-N,ReTiNA:enaminert,1.1038,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.1038,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:114,GPFRUPZAACPZLM-UHFFFAOYSA-N,ReTiNA:enaminert,1.1038,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.9787999999999997,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:115,BHLBODAGSSNSNJ-UHFFFAOYSA-N,ReTiNA:enaminert,0.8734000000000001,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.8734000000000001,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:115,BHLBODAGSSNSNJ-UHFFFAOYSA-N,ReTiNA:enaminert,0.8734000000000001,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.7484,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:116,ZQBGDDOVAJPDCJ-UHFFFAOYSA-N,ReTiNA:enaminert,1.3691,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.3691,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:116,ZQBGDDOVAJPDCJ-UHFFFAOYSA-N,ReTiNA:enaminert,1.3691,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.2441,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:117,FTZXZRNELMYKIH-UHFFFAOYSA-N,ReTiNA:enaminert,1.4119,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.4119,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:117,FTZXZRNELMYKIH-UHFFFAOYSA-N,ReTiNA:enaminert,1.4119,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.2869,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:118,CPQFJTKMEPVIGL-UHFFFAOYSA-N,ReTiNA:enaminert,1.3693,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.3693,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:118,CPQFJTKMEPVIGL-UHFFFAOYSA-N,ReTiNA:enaminert,1.3693,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.2443,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:119,JZKLCQNFFGAQBP-UHFFFAOYSA-N,ReTiNA:enaminert,1.5325,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.5325,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:119,JZKLCQNFFGAQBP-UHFFFAOYSA-N,ReTiNA:enaminert,1.5325,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.4074999999999998,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:120,HGJBIJWBYATVQY-UHFFFAOYSA-N,ReTiNA:enaminert,0.9025,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.9025,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:120,HGJBIJWBYATVQY-UHFFFAOYSA-N,ReTiNA:enaminert,0.9025,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.7775,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:121,CGUMGABORJTSHH-UHFFFAOYSA-N,ReTiNA:enaminert,1.219,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.219,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:121,CGUMGABORJTSHH-UHFFFAOYSA-N,ReTiNA:enaminert,1.219,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.0940000000000003,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:122,MRAZALSJHXFSNC-UHFFFAOYSA-N,ReTiNA:enaminert,0.8075,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.8075,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:122,MRAZALSJHXFSNC-UHFFFAOYSA-N,ReTiNA:enaminert,0.8075,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.6825,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:123,GZASPHNUKKDSSJ-UHFFFAOYSA-N,ReTiNA:enaminert,1.2764,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.2764,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:123,GZASPHNUKKDSSJ-UHFFFAOYSA-N,ReTiNA:enaminert,1.2764,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.1513999999999998,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:124,URXLBTFGVJUJMV-UHFFFAOYSA-N,ReTiNA:enaminert,0.8514,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.8514,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:124,URXLBTFGVJUJMV-UHFFFAOYSA-N,ReTiNA:enaminert,0.8514,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.7264,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:125,NVWFNBHMDOFZDQ-UHFFFAOYSA-N,ReTiNA:enaminert,1.2836,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.2836,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:125,NVWFNBHMDOFZDQ-UHFFFAOYSA-N,ReTiNA:enaminert,1.2836,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.1586,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:126,ZXVRYMPGVOTDGT-UHFFFAOYSA-N,ReTiNA:enaminert,1.547,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.547,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:126,ZXVRYMPGVOTDGT-UHFFFAOYSA-N,ReTiNA:enaminert,1.547,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.4219999999999997,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:127,RSEPYQZONPBLLQ-UHFFFAOYSA-N,ReTiNA:enaminert,1.3672,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.3672,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:127,RSEPYQZONPBLLQ-UHFFFAOYSA-N,ReTiNA:enaminert,1.3672,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.2422,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:128,XGSRJGLLCANMKJ-UHFFFAOYSA-N,ReTiNA:enaminert,1.4711,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.4711,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:128,XGSRJGLLCANMKJ-UHFFFAOYSA-N,ReTiNA:enaminert,1.4711,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.3461,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:129,ZYNWGKVGONNHPZ-UHFFFAOYSA-N,ReTiNA:enaminert,0.6922999999999999,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.6922999999999999,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:129,ZYNWGKVGONNHPZ-UHFFFAOYSA-N,ReTiNA:enaminert,0.6922999999999999,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.5673,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:130,ZBTZIRNIUHLSSJ-UHFFFAOYSA-N,ReTiNA:enaminert,1.5488,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.5488,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:130,ZBTZIRNIUHLSSJ-UHFFFAOYSA-N,ReTiNA:enaminert,1.5488,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.4238,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:131,ZUGZIHLANPBRFH-UHFFFAOYSA-N,ReTiNA:enaminert,1.1169,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.1169,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:131,ZUGZIHLANPBRFH-UHFFFAOYSA-N,ReTiNA:enaminert,1.1169,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.9919000000000002,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:132,YPVFDVKKXOJOEF-UHFFFAOYSA-N,ReTiNA:enaminert,0.877,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.877,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:132,YPVFDVKKXOJOEF-UHFFFAOYSA-N,ReTiNA:enaminert,0.877,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.752,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:133,VCYNFCVVWWGSOT-UHFFFAOYSA-N,ReTiNA:enaminert,0.797,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.797,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:133,VCYNFCVVWWGSOT-UHFFFAOYSA-N,ReTiNA:enaminert,0.797,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.672,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:134,SCTIALPHHZMJMV-UHFFFAOYSA-N,ReTiNA:enaminert,0.7464999999999999,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.7464999999999999,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:134,SCTIALPHHZMJMV-UHFFFAOYSA-N,ReTiNA:enaminert,0.7464999999999999,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.6215,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:135,TUCFZQRJLKFNOP-UHFFFAOYSA-N,ReTiNA:enaminert,0.6468,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.6468,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:135,TUCFZQRJLKFNOP-UHFFFAOYSA-N,ReTiNA:enaminert,0.6468,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.5218,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:136,SBPHBJILSJGVSB-UHFFFAOYSA-N,ReTiNA:enaminert,0.9199,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.9199,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:136,SBPHBJILSJGVSB-UHFFFAOYSA-N,ReTiNA:enaminert,0.9199,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.7949,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:137,REKIUEHHMUPAAY-UHFFFAOYSA-N,ReTiNA:enaminert,0.8696,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.8696,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:137,REKIUEHHMUPAAY-UHFFFAOYSA-N,ReTiNA:enaminert,0.8696,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.7446,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:138,HYNDRKSQXINOCR-UHFFFAOYSA-N,ReTiNA:enaminert,0.8931,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.8931,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:138,HYNDRKSQXINOCR-UHFFFAOYSA-N,ReTiNA:enaminert,0.8931,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.7681,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:139,RDYVONKKYLDAPB-UHFFFAOYSA-N,ReTiNA:enaminert,1.1297,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.1297,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:139,RDYVONKKYLDAPB-UHFFFAOYSA-N,ReTiNA:enaminert,1.1297,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.0046999999999997,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:140,MGORSXZICLHSPX-UHFFFAOYSA-N,ReTiNA:enaminert,0.8576,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.8576,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:140,MGORSXZICLHSPX-UHFFFAOYSA-N,ReTiNA:enaminert,0.8576,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.7326,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:141,NNXMXMWCZHLPON-UHFFFAOYSA-N,ReTiNA:enaminert,0.7539,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.7539,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:141,NNXMXMWCZHLPON-UHFFFAOYSA-N,ReTiNA:enaminert,0.7539,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.6289,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:142,KASKOABPJOXEJP-UHFFFAOYSA-N,ReTiNA:enaminert,0.841,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.841,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:142,KASKOABPJOXEJP-UHFFFAOYSA-N,ReTiNA:enaminert,0.841,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.716,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:143,FJGGESZMTGFLLE-UHFFFAOYSA-N,ReTiNA:enaminert,1.3305,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.3305,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:143,FJGGESZMTGFLLE-UHFFFAOYSA-N,ReTiNA:enaminert,1.3305,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.2055,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:144,SUPNUOZUWHHYCE-NWDGAFQWSA-N,ReTiNA:enaminert,0.6819000000000001,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.6819000000000001,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:144,SUPNUOZUWHHYCE-NWDGAFQWSA-N,ReTiNA:enaminert,0.6819000000000001,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.5569,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:145,IGZFSEDIXNFIFV-UHFFFAOYSA-N,ReTiNA:enaminert,1.2335,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.2335,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:145,IGZFSEDIXNFIFV-UHFFFAOYSA-N,ReTiNA:enaminert,1.2335,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.1085000000000003,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:146,OSJKZBKNTCPAQT-UHFFFAOYSA-N,ReTiNA:enaminert,0.9496,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.9496,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:146,OSJKZBKNTCPAQT-UHFFFAOYSA-N,ReTiNA:enaminert,0.9496,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.8246,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:147,WBDFPECBTFVBDX-UHFFFAOYSA-N,ReTiNA:enaminert,0.3773999999999999,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.3773999999999999,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:147,WBDFPECBTFVBDX-UHFFFAOYSA-N,ReTiNA:enaminert,0.3773999999999999,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.2523999999999997,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:148,YUEGHXHBVJOPSK-UHFFFAOYSA-N,ReTiNA:enaminert,0.8656,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.8656,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:148,YUEGHXHBVJOPSK-UHFFFAOYSA-N,ReTiNA:enaminert,0.8656,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.7406,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:149,IRCYOXQGBDZWPT-UHFFFAOYSA-N,ReTiNA:enaminert,0.9068,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.9068,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:149,IRCYOXQGBDZWPT-UHFFFAOYSA-N,ReTiNA:enaminert,0.9068,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.7818,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:150,HTXQUMPUJKIOIX-UHFFFAOYSA-N,ReTiNA:enaminert,1.2589,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.2589,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:150,HTXQUMPUJKIOIX-UHFFFAOYSA-N,ReTiNA:enaminert,1.2589,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.1338999999999997,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:151,BLZFJVHZEIJUQZ-UHFFFAOYSA-N,ReTiNA:enaminert,1.1186,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.1186,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:151,BLZFJVHZEIJUQZ-UHFFFAOYSA-N,ReTiNA:enaminert,1.1186,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.9936,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:152,UURRECSOFIERMT-UHFFFAOYSA-N,ReTiNA:enaminert,1.0001,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.0001,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:152,UURRECSOFIERMT-UHFFFAOYSA-N,ReTiNA:enaminert,1.0001,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.8750999999999998,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:153,PNUWCLNWCHNRAZ-UHFFFAOYSA-N,ReTiNA:enaminert,1.4466,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,1.4466,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:153,PNUWCLNWCHNRAZ-UHFFFAOYSA-N,ReTiNA:enaminert,1.4466,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,3.3216,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:154,PECNKWJKFPQRIO-UHFFFAOYSA-N,ReTiNA:enaminert,0.8885000000000001,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.8885000000000001,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:154,PECNKWJKFPQRIO-UHFFFAOYSA-N,ReTiNA:enaminert,0.8885000000000001,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.7635,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:155,WGHLZGJLWLNEBD-UHFFFAOYSA-N,ReTiNA:enaminert,0.699,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.699,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
